budget,genre_id,id,original_language,original_title,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count
115000000,12,290595,en,"The Huntsman: Winter's War",60.468,2016-04-06,164602000,114,Released,"The Huntsman: Winter's War",6,1523
115000000,18,290595,en,"The Huntsman: Winter's War",60.468,2016-04-06,164602000,114,Released,"The Huntsman: Winter's War",6,1523
19500000,80,290751,en,"Secret in Their Eyes",15.0122,2015-10-14,34855000,111,Released,"Secret in Their Eyes",6.2,336
19500000,18,290751,en,"Secret in Their Eyes",15.0122,2015-10-14,34855000,111,Released,"Secret in Their Eyes",6.2,336
19500000,9648,290751,en,"Secret in Their Eyes",15.0122,2015-10-14,34855000,111,Released,"Secret in Their Eyes",6.2,336
5000000,35,290825,en,"Yoga Hosers",8.61879,2016-07-08,0,88,Released,"Yoga Hosers",4.7,102
5000000,14,290825,en,"Yoga Hosers",8.61879,2016-07-08,0,88,Released,"Yoga Hosers",4.7,102
5000000,27,290825,en,"Yoga Hosers",8.61879,2016-07-08,0,88,Released,"Yoga Hosers",4.7,102
5000000,53,290825,en,"Yoga Hosers",8.61879,2016-07-08,0,88,Released,"Yoga Hosers",4.7,102
25000000,80,290864,cn,一個人的武林,6.89587,2014-10-31,0,100,Released,"Kung Fu Jungle",6.5,114
25000000,28,290864,cn,一個人的武林,6.89587,2014-10-31,0,100,Released,"Kung Fu Jungle",6.5,114
25000000,53,290864,cn,一個人的武林,6.89587,2014-10-31,0,100,Released,"Kung Fu Jungle",6.5,114
0,53,291081,en,"Red Riding: In the Year of Our Lord 1974",7.24702,2009-02-28,0,102,Released,"Red Riding: In the Year of Our Lord 1974",7,54
0,9648,291081,en,"Red Riding: In the Year of Our Lord 1974",7.24702,2009-02-28,0,102,Released,"Red Riding: In the Year of Our Lord 1974",7,54
0,80,291081,en,"Red Riding: In the Year of Our Lord 1974",7.24702,2009-02-28,0,102,Released,"Red Riding: In the Year of Our Lord 1974",7,54
0,18,291081,en,"Red Riding: In the Year of Our Lord 1974",7.24702,2009-02-28,0,102,Released,"Red Riding: In the Year of Our Lord 1974",7,54
8000000,16,291270,en,Anomalisa,21.0243,2015-12-30,5659290,90,Released,Anomalisa,7,459
8000000,35,291270,en,Anomalisa,21.0243,2015-12-30,5659290,90,Released,Anomalisa,7,459
8000000,18,291270,en,Anomalisa,21.0243,2015-12-30,5659290,90,Released,Anomalisa,7,459
8000000,10749,291270,en,Anomalisa,21.0243,2015-12-30,5659290,90,Released,Anomalisa,7,459
1500000,35,291362,en,"Road Hard",0.859014,2015-03-06,0,97,Released,"Road Hard",6.6,8
90000000,28,291805,en,"Now You See Me 2",51.5357,2016-06-02,334901000,129,Released,"Now You See Me 2",6.7,3235
90000000,12,291805,en,"Now You See Me 2",51.5357,2016-06-02,334901000,129,Released,"Now You See Me 2",6.7,3235
90000000,35,291805,en,"Now You See Me 2",51.5357,2016-06-02,334901000,129,Released,"Now You See Me 2",6.7,3235
90000000,80,291805,en,"Now You See Me 2",51.5357,2016-06-02,334901000,129,Released,"Now You See Me 2",6.7,3235
90000000,9648,291805,en,"Now You See Me 2",51.5357,2016-06-02,334901000,129,Released,"Now You See Me 2",6.7,3235
90000000,53,291805,en,"Now You See Me 2",51.5357,2016-06-02,334901000,129,Released,"Now You See Me 2",6.7,3235
11500000,35,291870,en,"Dirty Grandpa",56.8058,2016-01-21,94073000,102,Released,"Dirty Grandpa",5.7,1406
5000000,10751,292481,en,"Henry & Me",0.999655,2014-08-18,0,67,Released,"Henry & Me",3,3
5000000,16,292481,en,"Henry & Me",0.999655,2014-08-18,0,67,Released,"Henry & Me",3,3
0,35,292483,en,"Not Cool",1.18697,2014-09-23,0,90,Released,"Not Cool",3.7,25
913000,99,292539,de,"Food Chains",0.795698,2014-04-26,0,83,Released,"Food Chains",7.4,8
8000000,35,293644,es,"Don Gato: El inicio de la pandilla",0.719996,2015-10-30,0,89,Released,"Top Cat Begins",5.3,9
8000000,16,293644,es,"Don Gato: El inicio de la pandilla",0.719996,2015-10-30,0,89,Released,"Top Cat Begins",5.3,9
25000000,18,293646,en,"The 33",10.7,2015-08-06,24902700,120,Released,"The 33",6,378
25000000,36,293646,en,"The 33",10.7,2015-08-06,24902700,120,Released,"The 33",6,378
58000000,28,293660,en,Deadpool,514.57,2016-02-09,783113000,108,Released,Deadpool,7.4,10995
58000000,12,293660,en,Deadpool,514.57,2016-02-09,783113000,108,Released,Deadpool,7.4,10995
58000000,35,293660,en,Deadpool,514.57,2016-02-09,783113000,108,Released,Deadpool,7.4,10995
0,27,293670,ko,곡성,9.05029,2016-05-12,0,156,Released,"The Wailing",7.2,250
0,9648,293670,ko,곡성,9.05029,2016-05-12,0,156,Released,"The Wailing",7.2,250
25000000,14,293863,en,"The Age of Adaline",82.0521,2015-04-16,65663300,112,Released,"The Age of Adaline",7.4,1990
25000000,18,293863,en,"The Age of Adaline",82.0521,2015-04-16,65663300,112,Released,"The Age of Adaline",7.4,1990
25000000,10749,293863,en,"The Age of Adaline",82.0521,2015-04-16,65663300,112,Released,"The Age of Adaline",7.4,1990
0,18,294086,en,"Tiger Orange",0.176377,2014-07-26,0,75,Released,"Tiger Orange",6.4,4
61000000,28,294254,en,"Maze Runner: The Scorch Trials",113.161,2015-09-09,311257000,132,Released,"Maze Runner: The Scorch Trials",6.4,3040
65000000,12,294272,en,"Pete's Dragon",31.9744,2016-08-10,143695000,102,Released,"Pete's Dragon",6.2,679
65000000,10751,294272,en,"Pete's Dragon",31.9744,2016-08-10,143695000,102,Released,"Pete's Dragon",6.2,679
65000000,14,294272,en,"Pete's Dragon",31.9744,2016-08-10,143695000,102,Released,"Pete's Dragon",6.2,679
0,10751,294512,en,"Alpha and Omega: The Legend of the Saw Tooth Cave",1.87478,2014-07-21,0,53,Released,"Alpha and Omega: The Legend of the Saw Tooth Cave",6.5,4
0,16,294512,en,"Alpha and Omega: The Legend of the Saw Tooth Cave",1.87478,2014-07-21,0,53,Released,"Alpha and Omega: The Legend of the Saw Tooth Cave",6.5,4
0,35,294512,en,"Alpha and Omega: The Legend of the Saw Tooth Cave",1.87478,2014-07-21,0,53,Released,"Alpha and Omega: The Legend of the Saw Tooth Cave",6.5,4
0,12,294512,en,"Alpha and Omega: The Legend of the Saw Tooth Cave",1.87478,2014-07-21,0,53,Released,"Alpha and Omega: The Legend of the Saw Tooth Cave",6.5,4
0,18,294600,en,"Last I Heard",0.35819,2013-01-01,0,98,Released,"Last I Heard",6,1
0,35,294600,en,"Last I Heard",0.35819,2013-01-01,0,98,Released,"Last I Heard",6,1
1900000,18,295886,en,"Brotherly Love",1.36775,2015-04-24,0,89,"Post Production","Brotherly Love",6.9,21
0,18,295914,ky,"Kurmanjan Datka. Queen of the Mountains",0.077873,2014-08-22,0,135,Released,"Queen of the Mountains",0,0
0,28,295914,ky,"Kurmanjan Datka. Queen of the Mountains",0.077873,2014-08-22,0,135,Released,"Queen of the Mountains",0,0
20000000,18,295964,en,Burnt,30.4771,2015-10-02,36606700,100,Released,Burnt,6.3,950
20000000,18,296096,en,"Me Before You",53.1619,2016-06-02,207945000,110,Released,"Me Before You",7.6,2562
20000000,10749,296096,en,"Me Before You",53.1619,2016-06-02,207945000,110,Released,"Me Before You",7.6,2562
40000000,53,296098,en,"Bridge of Spies",48.446,2015-10-15,165478000,141,Released,"Bridge of Spies",7.2,2583
40000000,18,296098,en,"Bridge of Spies",48.446,2015-10-15,165478000,141,Released,"Bridge of Spies",7.2,2583
31000000,35,296099,en,Vacation,47.7536,2015-07-28,104384000,99,Released,Vacation,6.2,1195
0,99,296943,en,"The Hadza:  Last of the First",0.045648,2014-10-31,0,70,Released,"The Hadza:  Last of the First",0,0
15000000,53,297596,en,"Dying of the Light",10.4801,2014-12-04,0,94,Released,"Dying of the Light",4.5,118
15000000,18,297596,en,"Dying of the Light",10.4801,2014-12-04,0,94,Released,"Dying of the Light",4.5,118
0,10749,297621,en,"There's Always Woodstock",2.0257,2014-11-14,0,90,Released,"There's Always Woodstock",5.4,12
0,35,297621,en,"There's Always Woodstock",2.0257,2014-11-14,0,90,Released,"There's Always Woodstock",5.4,12
0,10402,297621,en,"There's Always Woodstock",2.0257,2014-11-14,0,90,Released,"There's Always Woodstock",5.4,12
175000000,28,297761,en,"Suicide Squad",90.2379,2016-08-02,745000000,123,Released,"Suicide Squad",5.9,7458
175000000,12,297761,en,"Suicide Squad",90.2379,2016-08-02,745000000,123,Released,"Suicide Squad",5.9,7458
175000000,80,297761,en,"Suicide Squad",90.2379,2016-08-02,745000000,123,Released,"Suicide Squad",5.9,7458
175000000,14,297761,en,"Suicide Squad",90.2379,2016-08-02,745000000,123,Released,"Suicide Squad",5.9,7458
175000000,878,297761,en,"Suicide Squad",90.2379,2016-08-02,745000000,123,Released,"Suicide Squad",5.9,7458
5000000,27,298312,en,"The Visit",38.9471,2015-09-10,98450100,94,Released,"The Visit",6,1360
5000000,53,298312,en,"The Visit",38.9471,2015-09-10,98450100,94,Released,"The Visit",6,1360
0,27,298584,en,"Cabin Fever",5.37932,2016-02-12,0,99,Released,"Cabin Fever",4.4,111
0,18,299145,en,"Dawn Patrol",3.23078,2015-06-05,0,86,Released,Stranded,5,11
100000,27,299245,en,"The Gallows",18.0458,2015-07-10,42664400,87,Released,"The Gallows",4.9,361
100000,53,299245,en,"The Gallows",18.0458,2015-07-10,42664400,87,Released,"The Gallows",4.9,361
0,28,299552,en,"Born Of War",1.13657,2013-12-05,0,109,Released,"Born Of War",4.1,7
0,53,299552,en,"Born Of War",1.13657,2013-12-05,0,109,Released,"Born Of War",4.1,7
0,10752,299552,en,"Born Of War",1.13657,2013-12-05,0,109,Released,"Born Of War",4.1,7
2000000,53,299553,en,"Shark Lake",1.18776,2015-10-02,0,92,Released,"Shark Lake",4.4,19
38000000,12,299687,en,"The 5th Wave",57.89,2016-01-14,109906000,112,Released,"The 5th Wave",5.6,1945
38000000,878,299687,en,"The 5th Wave",57.89,2016-01-14,109906000,112,Released,"The 5th Wave",5.6,1945
65000000,28,300168,zh,天將雄師,9.56888,2015-02-19,121546000,127,Released,"Dragon Blade",5.9,145
65000000,18,300168,zh,天將雄師,9.56888,2015-02-19,121546000,127,Released,"Dragon Blade",5.9,145
65000000,12,300168,zh,天將雄師,9.56888,2015-02-19,121546000,127,Released,"Dragon Blade",5.9,145
50000000,28,300671,en,"13 Hours: The Secret Soldiers of Benghazi",42.5265,2016-01-13,69411400,144,Released,"13 Hours: The Secret Soldiers of Benghazi",7,938
50000000,18,300671,en,"13 Hours: The Secret Soldiers of Benghazi",42.5265,2016-01-13,69411400,144,Released,"13 Hours: The Secret Soldiers of Benghazi",7,938
50000000,36,300671,en,"13 Hours: The Secret Soldiers of Benghazi",42.5265,2016-01-13,69411400,144,Released,"13 Hours: The Secret Soldiers of Benghazi",7,938
50000000,53,300671,en,"13 Hours: The Secret Soldiers of Benghazi",42.5265,2016-01-13,69411400,144,Released,"13 Hours: The Secret Soldiers of Benghazi",7,938
50000000,10752,300671,en,"13 Hours: The Secret Soldiers of Benghazi",42.5265,2016-01-13,69411400,144,Released,"13 Hours: The Secret Soldiers of Benghazi",7,938
80000000,28,300673,en,"The Finest Hours",28.2237,2016-01-25,52099100,114,Released,"The Finest Hours",6.3,588
80000000,18,300673,en,"The Finest Hours",28.2237,2016-01-25,52099100,114,Released,"The Finest Hours",6.3,588
80000000,36,300673,en,"The Finest Hours",28.2237,2016-01-25,52099100,114,Released,"The Finest Hours",6.3,588
80000000,53,300673,en,"The Finest Hours",28.2237,2016-01-25,52099100,114,Released,"The Finest Hours",6.3,588
5000000,35,300706,en,"Let's Kill Ward's Wife",8.49636,2014-12-23,0,81,Released,"Let's Kill Ward's Wife",5.5,76
1500000,18,301325,de,#Horror,2.81523,2015-11-20,0,90,Released,#Horror,3.3,52
1500000,9648,301325,de,#Horror,2.81523,2015-11-20,0,90,Released,#Horror,3.3,52
1500000,27,301325,de,#Horror,2.81523,2015-11-20,0,90,Released,#Horror,3.3,52
1500000,53,301325,de,#Horror,2.81523,2015-11-20,0,90,Released,#Horror,3.3,52
6000000,18,301351,en,"We Are Your Friends",28.8194,2015-08-26,11122100,96,Released,"We Are Your Friends",6.3,658
6000000,10402,301351,en,"We Are Your Friends",28.8194,2015-08-26,11122100,96,Released,"We Are Your Friends",6.3,658
6000000,10749,301351,en,"We Are Your Friends",28.8194,2015-08-26,11122100,96,Released,"We Are Your Friends",6.3,658
7000000,53,301365,en,"The Neon Demon",38.1508,2016-06-08,1333120,117,Released,"The Neon Demon",6.4,887
7000000,27,301365,en,"The Neon Demon",38.1508,2016-06-08,1333120,117,Released,"The Neon Demon",6.4,887
3300000,35,301748,en,"Opposite Sex",2.96479,2014-11-08,45000,96,Released,"The Opposite Sex",4.1,9
31500000,28,302156,en,Criminal,27.891,2016-04-14,14708700,113,Released,Criminal,5.7,557
700000,18,302579,en,"Naturally Native",0.578798,1999-10-08,10508,107,Released,"Naturally Native",0,0
18000000,10749,302688,en,"My Big Fat Greek Wedding 2",16.028,2016-03-23,88923200,94,Released,"My Big Fat Greek Wedding 2",5.5,322
18000000,35,302688,en,"My Big Fat Greek Wedding 2",16.028,2016-03-23,88923200,94,Released,"My Big Fat Greek Wedding 2",5.5,322
18000000,10751,302688,en,"My Big Fat Greek Wedding 2",16.028,2016-03-23,88923200,94,Released,"My Big Fat Greek Wedding 2",5.5,322
50000000,28,302699,en,"Central Intelligence",45.3187,2016-06-15,216973000,107,Released,"Central Intelligence",6.2,1650
50000000,35,302699,en,"Central Intelligence",45.3187,2016-06-15,216973000,107,Released,"Central Intelligence",6.2,1650
27000000,53,303858,en,"Money Monster",38.2795,2016-05-12,93282600,98,Released,"Money Monster",6.5,1068
11000000,18,304357,en,"Woman in Gold",21.2049,2015-04-10,61619800,120,Released,"Woman in Gold",7.3,440
11000000,35,304410,fr,"La Famille Bélier",25.303,2014-12-17,0,105,Released,"The Bélier Family",7,766
11000000,18,304410,fr,"La Famille Bélier",25.303,2014-12-17,0,105,Released,"The Bélier Family",7,766
11000000,10402,304410,fr,"La Famille Bélier",25.303,2014-12-17,0,105,Released,"The Bélier Family",7,766
0,10751,306667,en,"Horse Camp",0.172299,2015-01-10,0,108,Released,"Horse Camp",5.5,2
0,18,306667,en,"Horse Camp",0.172299,2015-01-10,0,108,Released,"Horse Camp",5.5,2
7000000,10749,306745,en,Freeheld,8.18459,2015-10-02,573335,103,Released,Freeheld,7.1,164
7000000,18,306745,en,Freeheld,8.18459,2015-10-02,573335,103,Released,Freeheld,7.1,164
30000000,28,307081,en,Southpaw,65.3644,2015-06-15,91709800,123,Released,Southpaw,7.3,2067
30000000,18,307081,en,Southpaw,65.3644,2015-06-15,91709800,123,Released,Southpaw,7.3,2067
0,27,308467,en,Roadside,0.160234,2013-03-01,0,90,Released,Roadside,4.2,5
0,18,308467,en,Roadside,0.160234,2013-03-01,0,90,Released,Roadside,4.2,5
17000000,28,308529,en,"Kickboxer: Vengeance",6.52659,2016-07-14,0,90,Released,"Kickboxer: Vengeance",4.5,99
17000000,18,308529,en,"Kickboxer: Vengeance",6.52659,2016-07-14,0,90,Released,"Kickboxer: Vengeance",4.5,99
135000000,14,308531,en,"Teenage Mutant Ninja Turtles: Out of the Shadows",39.8738,2016-06-01,245624000,112,Released,"Teenage Mutant Ninja Turtles: Out of the Shadows",5.8,963
135000000,28,308531,en,"Teenage Mutant Ninja Turtles: Out of the Shadows",39.8738,2016-06-01,245624000,112,Released,"Teenage Mutant Ninja Turtles: Out of the Shadows",5.8,963
135000000,12,308531,en,"Teenage Mutant Ninja Turtles: Out of the Shadows",39.8738,2016-06-01,245624000,112,Released,"Teenage Mutant Ninja Turtles: Out of the Shadows",5.8,963
135000000,35,308531,en,"Teenage Mutant Ninja Turtles: Out of the Shadows",39.8738,2016-06-01,245624000,112,Released,"Teenage Mutant Ninja Turtles: Out of the Shadows",5.8,963
700000,80,308639,en,Dope,29.7612,2015-06-19,17986800,103,Released,Dope,7.2,691
700000,18,308639,en,Dope,29.7612,2015-06-19,17986800,103,Released,Dope,7.2,691
700000,35,308639,en,Dope,29.7612,2015-06-19,17986800,103,Released,Dope,7.2,691
0,14,309425,en,"Do You Believe?",2.47044,2015-03-20,0,115,Released,"Do You Believe?",6.6,48
0,18,309425,en,"Do You Believe?",2.47044,2015-03-20,0,115,Released,"Do You Believe?",6.6,48
0,53,309503,en,Zipper,8.51623,2015-08-28,0,103,Released,Zipper,5.5,58
0,18,309503,en,Zipper,8.51623,2015-08-28,0,103,Released,Zipper,5.5,58
64000000,12,309809,en,"The Little Prince",35.3844,2015-07-29,97571200,92,Released,"The Little Prince",7.6,756
64000000,16,309809,en,"The Little Prince",35.3844,2015-07-29,97571200,92,Released,"The Little Prince",7.6,756
64000000,14,309809,en,"The Little Prince",35.3844,2015-07-29,97571200,92,Released,"The Little Prince",7.6,756
2000000,53,309919,en,"The Curse of Downers Grove",2.00163,2015-08-21,0,89,Released,"The Curse of Downers Grove",4.4,24
2000000,9648,309919,en,"The Curse of Downers Grove",2.00163,2015-08-21,0,89,Released,"The Curse of Downers Grove",4.4,24
2000000,27,309919,en,"The Curse of Downers Grove",2.00163,2015-08-21,0,89,Released,"The Curse of Downers Grove",4.4,24
2000000,18,309919,en,"The Curse of Downers Grove",2.00163,2015-08-21,0,89,Released,"The Curse of Downers Grove",4.4,24
3500000,9648,310131,en,"The Witch",50.3197,2016-02-19,40423900,92,Released,"The Witch",6.3,1434
3500000,27,310131,en,"The Witch",50.3197,2016-02-19,40423900,92,Released,"The Witch",6.3,1434
0,18,310569,pt,"Que Horas Ela Volta?",9.68362,2015-02-08,0,110,Released,"The Second Mother",7.8,165
0,18,310706,en,"Black Water Transit",0.126738,2009-05-13,0,100,Released,"Black Water Transit",0,0
0,80,310706,en,"Black Water Transit",0.126738,2009-05-13,0,100,Released,"Black Water Transit",0,0
0,27,310933,en,"Bleeding Hearts",0.100533,2013-06-01,0,0,Released,"Bleeding Hearts",2,1
12500000,18,312113,en,"Black November",1.58969,2012-12-07,0,95,Released,"Black November",6.4,4
12500000,28,312113,en,"Black November",1.58969,2012-12-07,0,95,Released,"Black November",6.4,4
12500000,80,312113,en,"Black November",1.58969,2012-12-07,0,95,Released,"Black November",6.4,4
37000000,18,312221,en,Creed,57.7736,2015-11-25,173568000,133,Released,Creed,7.3,1915
3150000,27,312791,en,GirlHouse,8.03922,2014-10-16,0,100,Released,GirlHouse,5.2,97
3150000,53,312791,en,GirlHouse,8.03922,2014-10-16,0,100,Released,GirlHouse,5.2,97
0,878,312793,en,"Walking with the Dead",1.3328,2015-03-20,0,90,Released,"The Walking Deceased",4.2,35
0,35,312793,en,"Walking with the Dead",1.3328,2015-03-20,0,90,Released,"The Walking Deceased",4.2,35
5000000,27,313922,en,"Green Room",30.001,2016-04-15,3220370,95,Released,"Green Room",6.7,683
5000000,80,313922,en,"Green Room",30.001,2016-04-15,3220370,95,Released,"Green Room",6.7,683
5000000,53,313922,en,"Green Room",30.001,2016-04-15,3220370,95,Released,"Green Room",6.7,683
20000000,18,314365,en,Spotlight,41.5036,2015-11-06,88346500,128,Released,Spotlight,7.8,2686
20000000,53,314365,en,Spotlight,41.5036,2015-11-06,88346500,128,Released,Spotlight,7.8,2686
20000000,36,314365,en,Spotlight,41.5036,2015-11-06,88346500,128,Released,Spotlight,7.8,2686
10000000,18,314385,en,"By the Sea",11.2677,2015-11-12,3727750,122,Released,"By the Sea",5.4,156
10000000,10749,314385,en,"By the Sea",11.2677,2015-11-12,3727750,122,Released,"By the Sea",5.4,156
15000000,28,315011,ja,シン・ゴジラ,9.477,2016-07-29,77000000,120,Released,"Shin Godzilla",6.5,143
15000000,12,315011,ja,シン・ゴジラ,9.477,2016-07-29,77000000,120,Released,"Shin Godzilla",6.5,143
15000000,18,315011,ja,シン・ゴジラ,9.477,2016-07-29,77000000,120,Released,"Shin Godzilla",6.5,143
15000000,27,315011,ja,シン・ゴジラ,9.477,2016-07-29,77000000,120,Released,"Shin Godzilla",6.5,143
15000000,878,315011,ja,シン・ゴジラ,9.477,2016-07-29,77000000,120,Released,"Shin Godzilla",6.5,143
29000000,35,315664,en,"Florence Foster Jenkins",19.2373,2016-05-06,48903000,110,Released,"Florence Foster Jenkins",6.6,392
29000000,18,315664,en,"Florence Foster Jenkins",19.2373,2016-05-06,48903000,110,Released,"Florence Foster Jenkins",6.6,392
26000000,10749,316002,en,"Accidental Love",5.64484,2015-02-10,0,100,Released,"Accidental Love",3.9,95
26000000,35,316002,en,"Accidental Love",5.64484,2015-02-10,0,100,Released,"Accidental Love",3.9,95
50000000,10752,316152,en,"Free State of Jones",21.5894,2016-06-24,25036000,139,Released,"Free State of Jones",6.6,428
50000000,28,316152,en,"Free State of Jones",21.5894,2016-06-24,25036000,139,Released,"Free State of Jones",6.6,428
50000000,18,316152,en,"Free State of Jones",21.5894,2016-06-24,25036000,139,Released,"Free State of Jones",6.6,428
50000000,36,316152,en,"Free State of Jones",21.5894,2016-06-24,25036000,139,Released,"Free State of Jones",6.6,428
50000000,53,316152,en,"Free State of Jones",21.5894,2016-06-24,25036000,139,Released,"Free State of Jones",6.6,428
10000000,28,316727,en,"The Purge: Election Year",53.7271,2016-06-29,118588000,105,Released,"The Purge: Election Year",6.1,1306
10000000,27,316727,en,"The Purge: Election Year",53.7271,2016-06-29,118588000,105,Released,"The Purge: Election Year",6.1,1306
10000000,53,316727,en,"The Purge: Election Year",53.7271,2016-06-29,118588000,105,Released,"The Purge: Election Year",6.1,1306
3000000,28,317930,es,Compadres,1.56925,2016-03-31,0,101,Released,Compadres,5.2,17
3000000,35,317930,es,Compadres,1.56925,2016-03-31,0,101,Released,Compadres,5.2,17
0,18,318040,en,Bizarre,0.583446,2015-02-07,0,99,Released,Bizarre,6.2,11
0,10749,318040,en,Bizarre,0.583446,2015-02-07,0,99,Released,Bizarre,6.2,11
28000000,35,318846,en,"The Big Short",57.5185,2015-12-11,133347000,130,Released,"The Big Short",7.3,2607
28000000,18,318846,en,"The Big Short",57.5185,2015-12-11,133347000,130,Released,"The Big Short",7.3,2607
18500000,18,318850,en,"The Young Messiah",1.88456,2016-03-10,6490400,120,Released,"The Young Messiah",6.4,30
0,36,319069,en,"Censored Voices",0.59458,2015-01-24,0,84,Released,"Censored Voices",5.1,8
0,99,319069,en,"Censored Voices",0.59458,2015-01-24,0,84,Released,"Censored Voices",5.1,8
23000000,35,319888,en,"Eddie the Eagle",29.3659,2016-02-26,46152800,106,Released,"Eddie the Eagle",7.2,661
23000000,18,319888,en,"Eddie the Eagle",29.3659,2016-02-26,46152800,106,Released,"Eddie the Eagle",7.2,661
23000000,36,319888,en,"Eddie the Eagle",29.3659,2016-02-26,46152800,106,Released,"Eddie the Eagle",7.2,661
0,53,319910,en,"Broken Horses",4.28968,2015-03-15,0,101,Released,"Broken Horses",5,10
0,9648,319910,en,"Broken Horses",4.28968,2015-03-15,0,101,Released,"Broken Horses",5,10
0,18,319910,en,"Broken Horses",4.28968,2015-03-15,0,101,Released,"Broken Horses",5,10
0,80,319910,en,"Broken Horses",4.28968,2015-03-15,0,101,Released,"Broken Horses",5,10
1000000,18,320146,en,"Creative Control",1.50211,2016-03-11,0,97,Released,"Creative Control",5.4,25
1000000,878,320146,en,"Creative Control",1.50211,2016-03-11,0,97,Released,"Creative Control",5.4,25
10000000,27,321258,en,"The Boy",38.1795,2016-01-22,64188400,97,Released,"The Boy",5.8,1102
10000000,9648,321258,en,"The Boy",38.1795,2016-01-22,64188400,97,Released,"The Boy",5.8,1102
10000000,53,321258,en,"The Boy",38.1795,2016-01-22,64188400,97,Released,"The Boy",5.8,1102
30000000,18,321697,en,"Steve Jobs",53.6705,2015-10-09,34441900,122,Released,"Steve Jobs",6.8,1573
30000000,36,321697,en,"Steve Jobs",53.6705,2015-10-09,34441900,122,Released,"Steve Jobs",6.8,1573
35000000,18,321741,en,Concussion,35.1207,2015-11-12,50363800,123,Released,Concussion,7,823
0,28,322194,en,Subconscious,0.397323,2015-03-10,0,110,Released,Subconscious,3.4,4
0,53,322194,en,Subconscious,0.397323,2015-03-10,0,110,Released,Subconscious,3.4,4
0,9648,322194,en,Subconscious,0.397323,2015-03-10,0,110,Released,Subconscious,3.4,4
0,12,322443,de,"The Timber",0.803761,2015-02-27,0,81,Released,"The Timber",4.1,15
0,18,322443,de,"The Timber",0.803761,2015-02-27,0,81,Released,"The Timber",4.1,15
0,37,322443,de,"The Timber",0.803761,2015-02-27,0,81,Released,"The Timber",4.1,15
50000,99,322745,en,Counting,0.293587,2015-02-09,0,111,Released,Counting,8.3,3
0,27,323270,en,"The Horror Network Vol. 1",0.392658,2015-10-27,0,0,Released,"The Horror Network Vol. 1",5,2
0,53,323271,en,Unsullied,0.06124,2015-08-28,0,93,Released,Unsullied,3,1
0,28,323271,en,Unsullied,0.06124,2015-08-28,0,93,Released,Unsullied,3,1
0,27,323271,en,Unsullied,0.06124,2015-08-28,0,93,Released,Unsullied,3,1
40000000,28,323675,en,"Ride Along 2",25.1361,2016-01-14,124827000,102,Released,"Ride Along 2",6.1,555
40000000,35,323675,en,"Ride Along 2",25.1361,2016-01-14,124827000,102,Released,"Ride Along 2",6.1,555
29000000,35,323676,en,"The Boss",20.5551,2016-04-07,78636300,91,Released,"The Boss",5.5,431
5000000,28,323677,en,Race,22.9951,2016-02-19,24804100,134,Released,Race,7.1,478
5000000,18,323677,en,Race,22.9951,2016-02-19,24804100,134,Released,Race,7.1,478
700000,18,323967,en,Walter,2.65901,2015-03-13,0,87,Released,Walter,5.3,26
700000,35,323967,en,Walter,2.65901,2015-03-13,0,87,Released,Walter,5.3,26
522360,10402,324322,fr,"They Will Have to Kill Us First",0.071349,2015-10-13,0,105,Released,"They Will Have to Kill Us First",5,1
522360,99,324322,fr,"They Will Have to Kill Us First",0.071349,2015-10-13,0,105,Released,"They Will Have to Kill Us First",5,1
300000,10749,324352,en,"Anderson's Cross",0.006323,2010-05-20,0,98,Released,"Anderson's Cross",0,0
300000,35,324352,en,"Anderson's Cross",0.006323,2010-05-20,0,98,Released,"Anderson's Cross",0,0
300000,18,324352,en,"Anderson's Cross",0.006323,2010-05-20,0,98,Released,"Anderson's Cross",0,0
120000000,28,324668,en,"Jason Bourne",62.6413,2016-07-27,415485000,123,Released,"Jason Bourne",5.9,2341
120000000,53,324668,en,"Jason Bourne",62.6413,2016-07-27,415485000,123,Released,"Jason Bourne",5.9,2341
0,27,325123,en,"Teeth and Blood",0.055325,2015-03-10,0,96,Released,"Teeth and Blood",3,1
35000000,35,325133,en,"Neighbors 2: Sorority Rising",50.1792,2016-05-04,108759000,91,Released,"Neighbors 2: Sorority Rising",5.6,1462
0,80,325173,en,"Close Range",5.48522,2015-12-11,0,80,Released,"Close Range",4.9,54
0,28,325173,en,"Close Range",5.48522,2015-12-11,0,80,Released,"Close Range",4.9,54
0,18,325373,en,"Two Lovers and a Bear",3.13929,2016-10-02,0,96,Released,"Two Lovers and a Bear",6.8,27
0,10749,325373,en,"Two Lovers and a Bear",3.13929,2016-10-02,0,96,Released,"Two Lovers and a Bear",6.8,27
25000000,80,325789,en,"The Infiltrator",24.6722,2016-07-13,15436800,127,Released,"The Infiltrator",6.6,573
25000000,18,325789,en,"The Infiltrator",24.6722,2016-07-13,15436800,127,Released,"The Infiltrator",6.6,573
25000000,53,325789,en,"The Infiltrator",24.6722,2016-07-13,15436800,127,Released,"The Infiltrator",6.6,573
7500000,28,326284,en,"Pound of Flesh",4.94359,2015-05-07,0,104,Released,"Pound of Flesh",5.5,63
0,53,326576,en,"Dawn of the Crescent Moon",0.049469,2014-04-05,0,95,Released,"Dawn of the Crescent Moon",2,1
